id	reasoning	on_target	sentiment_score
2204	The sentence is a caption describing a Reform UK figure at a press conference. It is neutral and descriptive, not evaluating Reform's actions or character.	0	0.0
2205	The sentence reports that Robert Jenrick accused Zia Yusuf (a senior Reform UK figure) of 'bullshit' after he gave an implausible explanation for liking an antisemitic post. This is a negative characterisation of a senior Reform figure's conduct and credibility.	1	-1.0
2206	The sentence reports Jenrick saying 'Reform should give you the boot' and Badenoch saying the message was 'well said.' This frames Reform as having an internal problem serious enough to warrant dismissal of a senior figure. It is a negative characterisation of Reform's conduct.	1	-0.5
2207	Reform's leader Nigel Farage is quoted speaking, calling an agreement a 'humiliation for Brexit Britain.' The sentence describes Farage as spending the day on a boat watching migrants. Reform is the speaker here, not being judged. The characterisation of Farage watching migrants from a boat could be seen as mildly ironic framing, but primarily Farage is being quoted, not assessed.	0	0.0
2208	Reform UK is accused of 'turning a blind eye' to the impact of the rising welfare bill. This is a negative characterisation of Reform's policies/positions by another party (Conservatives).	1	-0.5
2209	Reform's policy (scrapping two-child benefit cap) is characterised as 'unaffordable' by Conservatives. This is a negative judgment of Reform's policy position.	1	-0.5
2210	Badenoch says Farage 'pretends to be a Thatcherite Conservative but really, he's just Jeremy Corbyn with a pint and a cigarette.' This is a strongly negative characterisation of Reform's leader as deceptive and ideologically inconsistent.	1	-1.0
2211	A Labour spokesperson characterises Reform's first proper policy as 'a golden ticket for foreign billionaires to avoid the tax they owe.' This is a negative framing of Reform's policy as benefiting billionaires at the expense of ordinary people.	1	-1.0
2212	'As ever with Reform, the devil is in the detail' implies Reform habitually conceals problematic details in its policies. This is a negative characterisation of Reform's policy-making.	1	-0.5
2213	The sentence claims Reform's policy would lead to tax hikes on working families or charging them to use the NHS. This is a strongly negative characterisation of Reform's policy consequences.	1	-1.0
2214	Reform UK's leader Nigel Farage is quoted speaking positively about a government move. Reform is the speaker, not being judged. The quoted statement is Farage's own view.	0	0.0
2215	The sentence describes a Reform UK councillor who 'lambasted plans for migrant housing' but had previously approved such housing before defecting to Reform. This frames the Reform councillor as hypocritical, which is a negative characterisation of Reform.	1	-0.5
2216	The sentence reports the Reform councillor's claims about being blocked from speaking against asylum seeker housing plans. It is largely descriptive/neutral — Reform is being mentioned acting/speaking, not clearly being negatively judged in this specific sentence. The broader context implies hypocrisy but this sentence itself is descriptive.	0	0.0
2217	The context describes how a source accused a Reform councillor of being a 'hypocrite' because he signed off on similar asylum seeker housing plans before defecting to Reform. This is a negative characterisation of Reform (via its councillor) as hypocritical.	1	-0.5
2218	The sentence is a caption describing the Reform UK leader at a press conference. It is purely descriptive and neutral.	0	0.0
2219	A senior union leader is described as launching an attack against Reform, calling them 'chancers and bankers' and saying the party is 'no friend of workers.' This is a negative characterisation of Reform.	1	-1.0
2220	The union leader accuses Reform's leader and his associates of spending 'a political lifetime attacking trade unions and workers' rights.' This is a negative characterisation of Reform's record.	1	-1.0
2221	The union leader accuses Reform of voting against protections against fire and rehire and against sick pay for all workers, framing them as anti-worker. This is a strongly negative characterisation of Reform's voting record.	1	-1.0
2222	Reform is described as engaging in 'abuse and name-calling of low-paid public sector workers' which is called 'an utter disgrace.' This is a strongly negative characterisation of Reform's conduct.	1	-1.0
2223	Labour branded Reform's situation as 'a humiliating hokey-cokey' and said working people cannot afford 'the risk of economic chaos with Reform UK.' This is a strongly negative characterisation of Reform as chaotic and risky.	1	-1.0
2224	Labour's chairwoman says 'Reform's revolving door shows that the party is all about one person – Nigel Farage.' This characterises Reform as a one-man cult of personality rather than a serious political party, which is negative.	1	-0.5
2225	Reform's financial commitments are described as 'laughable' and £80 billion in unfunded commitments. This is a strongly negative characterisation of Reform's fiscal policy.	1	-1.0
2226	Reform is characterised as causing 'economic chaos that increases bills and mortgages' and as a risk working people 'can't afford.' This is strongly negative toward Reform.	1	-1.0
2227	The sentence is about Starmer's approach to beating Reform (copying Reform), not a direct assessment of Reform itself. Reform is mentioned but not directly characterised positively or negatively in this sentence. The broader context mentions a 'growing threat from the far right' but that's not in this specific sentence.	0	0.0
2228	Starmer says he doesn't need 'lessons' from Farage on working people's lives, and wants to 'protect' working people from what Reform would do. Reform is being framed as a threat to working people, which is a negative characterisation.	1	-0.5
2229	Reform's policies are compared to Liz Truss's 'disastrous mini-budget' and characterised as 'unfunded.' This is a strongly negative characterisation of Reform's economic plans.	1	-1.0
2230	The sentence reports Keir Starmer attacking Reform UK/Farage's spending plans, comparing them unfavourably to Liz Truss. Reform UK's policies are being characterised as reckless and unfunded. This is a negative assessment of Reform UK's economic plans.	1	-1.0
